,edad,hombre,est_sup,colegio_priv,gran_empresa,segundo_trab,ingbrut,urbano,pobre
60441,48.0,0,0,0,0,0,1407.5833333333333,0,0
60442,18.0,1,0,0,0,0,1407.5833333333333,0,0
60443,50.0,1,0,0,0,1,1303.8333333333333,0,0
60444,49.0,0,0,0,0,0,1303.8333333333333,0,0
60445,50.0,1,0,0,0,0,367.9166666666667,0,0
60447,37.0,1,0,0,0,0,469.75,0,1
60448,35.0,0,0,0,0,1,469.75,0,1
60449,14.0,1,0,0,0,1,469.75,0,1
60450,47.0,0,0,0,0,1,452.5833333333333,0,0
60451,28.0,1,0,0,0,0,452.5833333333333,0,0
60452,15.0,0,0,0,0,0,452.5833333333333,0,0
60453,62.0,1,0,0,0,0,610.0833333333334,0,0
60454,62.0,0,0,0,0,1,610.0833333333334,0,0
60455,14.0,1,0,0,0,0,610.0833333333334,0,0
60456,65.0,1,0,0,0,0,365.5833333333333,0,0
60457,58.0,0,0,0,0,0,365.5833333333333,0,0
60458,44.0,1,0,0,0,0,367.9166666666667,0,1
60460,17.0,1,0,0,0,0,367.9166666666667,0,1
60461,63.0,1,0,0,0,0,377.1666666666667,0,0
60462,53.0,0,0,0,0,0,377.1666666666667,0,0
60463,48.0,1,0,0,0,0,278.1666666666667,0,1
60464,45.0,0,0,0,0,0,278.1666666666667,0,1
60466,35.0,1,0,0,0,0,257.0,0,1
60467,31.0,1,0,0,0,1,5929.567708333333,0,1
60468,22.0,0,0,0,0,0,5929.567708333333,0,1
60470,26.0,1,1,0,0,0,5929.567708333333,0,1
60472,16.0,1,0,0,0,0,142.08333333333334,0,0
60473,60.0,1,1,0,0,1,1864.5833333333333,0,0
60474,52.0,0,0,0,0,0,1864.5833333333333,0,0
60476,68.0,1,0,0,0,0,587.3333333333334,0,0
60478,41.0,1,0,0,0,0,956.5,0,1
60479,39.0,0,0,0,0,0,956.5,0,1
60480,15.0,0,0,0,0,0,956.5,0,1
60481,14.0,1,0,0,0,0,956.5,0,1
60483,74.0,1,0,0,0,0,261.5833333333333,0,1
60485,39.0,1,0,0,0,0,261.5833333333333,0,1
60486,59.0,1,0,0,0,0,282.3333333333333,0,1
60489,46.0,1,0,0,0,0,390.0833333333333,0,1
60490,42.0,0,0,0,0,0,390.0833333333333,0,1
60491,58.0,0,0,0,0,0,223.25,0,0
60492,30.0,1,0,0,0,0,223.25,0,0
60493,31.0,0,1,0,0,0,223.25,0,0
60494,37.0,1,0,0,0,0,223.25,0,0
60496,24.0,1,0,0,0,0,1040.0833333333333,0,0
60497,18.0,0,0,0,0,0,1040.0833333333333,0,0
60498,60.0,1,0,0,0,1,260.5,0,0
60499,56.0,0,0,0,0,0,260.5,0,0
60500,61.0,1,0,0,0,0,393.1666666666667,0,0
60501,22.0,1,0,0,0,0,393.1666666666667,0,0
60503,74.0,1,0,0,0,0,435.25,0,0
60505,48.0,0,0,0,0,0,435.25,0,0
60506,69.0,1,0,0,0,0,49.25,0,0
60507,54.0,1,0,0,0,1,447.8333333333333,0,0
60508,54.0,0,0,0,0,1,447.8333333333333,0,0
60511,37.0,1,0,0,0,0,199.33333333333334,0,0
60512,57.0,1,0,0,1,1,1617.3333333333333,0,0
60513,55.0,0,0,0,0,0,1617.3333333333333,0,0
60514,40.0,0,1,0,0,0,1617.3333333333333,0,0
60515,15.0,1,0,0,0,1,1617.3333333333333,0,0
60516,41.0,0,0,0,0,0,1717.9326171875,0,0
60517,49.0,1,0,0,0,0,1717.9326171875,0,0
60518,28.0,1,0,0,0,0,1717.9326171875,0,0
60521,75.0,0,0,0,0,0,1499.4601236979167,0,0
60522,36.0,0,0,1,0,0,1499.4601236979167,0,0
60523,30.0,1,0,0,0,0,1499.4601236979167,0,0
60524,78.0,0,0,0,0,0,430.4166666666667,0,0
60525,19.0,0,0,1,0,0,430.4166666666667,0,0
60527,45.0,1,1,0,0,0,2456.0,1,0
60528,42.0,0,1,0,1,0,2456.0,1,0
60529,16.0,1,0,1,0,0,2456.0,1,0
60531,74.0,0,0,0,0,0,3186.1666666666665,1,0
60533,61.0,0,0,0,0,1,2311.0,1,0
60534,26.0,1,0,1,0,0,2311.0,1,0
60535,24.0,0,1,1,1,0,2311.0,1,0
60536,56.0,1,1,1,1,1,15831.916666666666,1,0
60537,47.0,0,1,1,1,1,15831.916666666666,1,0
60540,41.0,1,1,0,1,1,6757.833333333333,1,0
60541,42.0,0,1,0,1,0,6757.833333333333,1,0
60543,48.0,0,1,1,1,1,3604.0833333333335,1,0
60544,62.0,0,0,0,0,0,2043.3333333333333,1,0
60545,26.0,0,1,1,1,0,2043.3333333333333,1,0
60546,35.0,0,0,0,0,0,2043.3333333333333,1,0
60547,37.0,1,0,0,0,0,2043.3333333333333,1,0
60549,45.0,1,1,0,1,1,6271.916666666667,1,0
60550,47.0,0,1,0,1,0,6271.916666666667,1,0
60551,45.0,1,0,0,0,0,1755.75,1,0
60552,46.0,0,0,0,0,1,1755.75,1,0
60553,21.0,1,1,0,0,0,1755.75,1,0
60555,19.0,1,0,0,0,0,1755.75,1,0
60557,73.0,0,0,0,0,0,372.0,1,0
60559,30.0,1,1,0,0,0,1448.9166666666667,1,1
60560,44.0,1,0,0,0,1,2182.0833333333335,1,0
60561,40.0,0,0,0,0,1,2182.0833333333335,1,0
60562,18.0,0,0,0,0,0,2182.0833333333335,1,0
60563,38.0,1,0,0,0,0,1585.6666666666667,1,0
60564,36.0,0,0,0,0,0,1585.6666666666667,1,0
60565,81.0,1,0,0,0,0,309.6666666666667,1,0
60567,41.0,1,0,0,0,0,229.25,1,0
60569,54.0,1,0,0,1,1,1478.75,1,0
60570,42.0,0,0,0,0,0,1478.75,1,0
60572,15.0,0,0,0,0,0,1478.75,1,0
60573,54.0,1,0,0,0,1,723.1666666666666,1,0
60576,30.0,1,0,0,0,1,2126.0,0,0
60577,27.0,0,0,0,0,1,2126.0,0,0
60578,56.0,0,0,0,0,1,1334.490234375,0,0
60579,70.0,1,0,0,0,0,140.83333333333334,0,0
60580,86.0,1,0,0,0,0,1178.7149251302083,0,0
60582,51.0,1,0,0,0,1,860.25,0,0
60583,57.0,0,0,0,0,0,860.25,0,0
60584,16.0,0,0,0,0,0,860.25,0,0
60585,56.0,1,0,0,0,1,156.58333333333334,0,0
60586,56.0,0,0,0,0,0,156.58333333333334,0,0
60587,64.0,1,0,0,0,0,298.8333333333333,0,0
60588,71.0,0,0,0,0,0,298.8333333333333,0,0
60589,48.0,1,0,0,0,1,3031.4560546875,0,0
60590,52.0,0,0,0,0,1,3031.4560546875,0,0
60591,23.0,1,1,0,1,0,3031.4560546875,0,0
60593,14.0,0,0,0,0,1,3031.4560546875,0,0
60594,56.0,0,0,0,0,1,345.0833333333333,0,0
60595,20.0,1,0,0,0,1,345.0833333333333,0,0
60596,16.0,1,0,0,0,1,345.0833333333333,0,0
60597,47.0,1,0,0,0,1,3469.3333333333335,0,0
60598,45.0,0,0,0,0,1,3469.3333333333335,0,0
60600,59.0,1,0,0,0,0,647.5,0,0
60601,55.0,0,0,0,0,0,647.5,0,0
60602,29.0,1,1,0,0,0,1863.3333333333333,0,0
60605,15.0,0,0,0,0,0,381.1666666666667,0,0
60607,79.0,1,0,0,0,1,329.8333333333333,0,0
60608,85.0,1,0,0,0,0,260.4166666666667,0,1
60610,81.0,0,0,0,0,0,150.83333333333334,0,0
60611,73.0,1,0,0,0,0,371.9166666666667,0,0
60612,68.0,0,0,0,0,0,371.9166666666667,0,0
60613,45.0,1,0,0,0,0,371.9166666666667,0,0
60614,63.0,1,0,0,0,1,200.08333333333334,0,0
60615,64.0,0,0,0,0,0,200.08333333333334,0,0
60616,73.0,1,0,0,0,0,1676.0657552083333,0,0
60618,76.0,1,0,0,0,0,1321.4385579427083,0,0
60621,36.0,1,0,0,0,1,1199.5833333333333,0,0
60622,32.0,0,0,0,1,1,1199.5833333333333,0,0
60623,59.0,1,0,0,0,1,2486.4166666666665,0,1
60625,26.0,0,0,0,0,0,2486.4166666666665,0,1
60626,20.0,1,0,0,0,0,2486.4166666666665,0,1
60627,20.0,0,0,0,0,0,2486.4166666666665,0,1
60628,32.0,1,0,0,0,0,1037.6666666666667,0,0
60629,28.0,0,0,0,0,0,1037.6666666666667,0,0
60630,35.0,1,0,0,0,1,688.75,0,1
60631,33.0,0,0,0,0,1,688.75,0,1
60632,31.0,1,1,0,1,1,2255.5833333333335,0,0
60633,29.0,0,1,0,0,1,2255.5833333333335,0,0
60634,22.0,1,0,0,0,1,441.4166666666667,0,1
60635,22.0,0,0,0,0,1,441.4166666666667,0,1
60636,22.0,1,0,0,0,0,250.33333333333334,0,1
60637,22.0,0,0,0,0,0,250.33333333333334,0,1
60638,24.0,1,0,0,0,1,1256.5833333333333,0,1
60639,21.0,0,0,0,0,0,1256.5833333333333,0,1
60640,35.0,1,0,0,0,0,1648.1666666666667,0,0
60641,33.0,0,0,0,0,0,1648.1666666666667,0,0
60647,62.0,1,0,0,0,0,238.5,0,1
60649,28.0,0,0,0,0,0,238.5,0,1
60650,16.0,0,0,0,0,0,238.5,0,1
60651,66.0,1,0,0,0,1,507.8333333333333,0,1
60653,44.0,1,0,0,0,1,804.3333333333334,0,0
60654,40.0,0,0,0,0,0,804.3333333333334,0,0
60655,17.0,1,0,0,0,1,804.3333333333334,0,0
60656,15.0,0,0,0,0,0,804.3333333333334,0,0
60657,44.0,1,0,0,0,1,663.6666666666666,0,0
60658,44.0,0,0,0,0,1,663.6666666666666,0,0
60659,17.0,0,0,0,0,0,663.6666666666666,0,0
60660,15.0,1,0,0,0,0,663.6666666666666,0,0
60661,39.0,1,0,0,0,0,257.5833333333333,0,0
60662,37.0,0,0,0,0,1,257.5833333333333,0,0
60663,58.0,1,0,0,0,1,1240.9886067708333,0,0
60664,59.0,0,0,0,0,1,1240.9886067708333,0,0
60665,38.0,1,0,0,0,1,1035.8375651041667,0,1
60666,37.0,0,0,0,0,0,1035.8375651041667,0,1
60667,15.0,1,0,0,0,0,1035.8375651041667,0,1
60669,25.0,0,0,0,0,0,130.75,0,1
60671,53.0,1,0,0,0,1,491.6666666666667,0,0
60672,46.0,1,0,0,0,1,2925.6666666666665,0,0
60673,46.0,0,0,0,0,0,2925.6666666666665,0,0
60674,17.0,1,0,0,1,0,2925.6666666666665,0,0
60675,16.0,0,0,0,0,0,2925.6666666666665,0,0
60676,14.0,1,0,0,0,0,2925.6666666666665,0,0
60678,28.0,0,0,0,0,0,1028.434814453125,0,1
60679,71.0,1,0,0,0,0,1443.1930338541667,0,0
60685,18.0,0,0,0,1,1,1248.4056803385417,0,0
60686,50.0,1,0,0,0,0,348.3349202473958,0,1
60687,47.0,0,0,0,0,0,348.3349202473958,0,1
60688,15.0,0,0,0,0,0,348.3349202473958,0,1
60689,27.0,1,0,0,0,0,1168.8063151041667,0,1
60690,23.0,0,0,0,0,0,1168.8063151041667,0,1
60691,18.0,1,0,0,1,1,1168.8063151041667,0,1
60692,16.0,1,0,0,0,0,1168.8063151041667,0,1
60694,25.0,1,0,0,0,1,1847.2420247395833,0,0
60695,22.0,0,0,0,0,0,1847.2420247395833,0,0
60698,34.0,1,0,0,0,1,889.0479329427084,0,1
60699,44.0,0,0,0,0,0,889.0479329427084,0,1
60700,15.0,0,0,0,0,0,889.0479329427084,0,1
60701,63.0,0,0,0,0,0,193.04630533854166,0,0
60702,48.0,1,0,0,0,0,266.23809814453125,0,0
60703,55.0,1,0,0,0,1,489.75,0,0
60705,55.0,1,0,0,0,1,1004.40478515625,0,0
60706,54.0,0,0,0,0,0,1004.40478515625,0,0
60708,31.0,1,0,0,0,0,1206.6666666666667,0,1
60709,53.0,1,0,0,0,1,2405.9977213541665,0,0
60710,50.0,0,0,0,0,1,2405.9977213541665,0,0
60712,14.0,1,0,0,0,0,2405.9977213541665,0,0
60713,52.0,1,0,0,0,1,969.8690592447916,0,0
60714,42.0,0,0,0,0,0,969.8690592447916,0,0
60715,24.0,0,0,0,0,1,781.4166666666666,0,0
60716,31.0,1,0,0,0,1,781.4166666666666,0,0
60717,39.0,1,0,0,0,1,1403.9166666666667,1,0
60721,40.0,1,0,0,0,0,157.33333333333334,1,1
60722,37.0,0,0,0,0,0,157.33333333333334,1,1
60724,14.0,1,0,0,0,0,157.33333333333334,1,1
60725,37.0,1,0,0,0,1,3220.6666666666665,1,0
60726,33.0,0,0,0,0,0,3220.6666666666665,1,0
60728,51.0,1,0,0,0,0,3138.9791666666665,1,0
60730,28.0,1,1,1,0,0,3138.9791666666665,1,0
60731,23.0,0,1,1,0,0,3138.9791666666665,1,0
60736,41.0,0,0,0,0,1,722.8333333333334,1,0
60738,55.0,1,0,0,0,0,4489.083333333333,1,0
60740,28.0,1,1,1,1,0,4489.083333333333,1,0
60741,25.0,1,0,1,1,0,4489.083333333333,1,0
60743,31.0,0,0,0,0,0,501.25,1,0
60745,54.0,0,0,0,0,0,1700.8333333333333,1,0
60746,18.0,0,0,0,0,0,1700.8333333333333,1,0
60747,14.0,0,0,0,0,0,1700.8333333333333,1,0
60749,26.0,0,1,1,0,0,712.1666666666666,1,0
60750,61.0,0,0,0,0,0,441.4166666666667,1,0
60751,30.0,1,0,0,0,1,1462.75,1,0
60752,33.0,0,0,0,0,1,1462.75,1,0
60755,23.0,0,0,1,0,0,1377.75,1,0
60758,43.0,0,0,1,0,0,2760.0833333333335,1,0
60759,19.0,1,0,1,0,0,2760.0833333333335,1,0
60760,59.0,1,0,0,0,0,1204.6573893229167,1,0
60761,60.0,0,0,0,0,1,1204.6573893229167,1,0
60763,55.0,1,0,0,0,1,1916.6666666666667,1,0
60764,40.0,0,0,0,0,0,1916.6666666666667,1,0
60765,34.0,1,0,0,0,0,2467.75,1,0
60766,47.0,0,1,0,0,0,2467.75,1,0
60772,40.0,1,0,0,0,0,3522.25,1,0
60774,49.0,0,1,0,1,0,3604.3333333333335,1,0
60781,26.0,1,0,0,0,0,951.3333333333334,1,1
60782,25.0,0,0,0,0,0,951.3333333333334,1,1
60784,20.0,0,0,0,0,0,755.25,1,0
60785,57.0,1,0,0,0,0,935.25,1,0
60787,56.0,0,0,0,0,0,1598.8333333333333,1,0
60788,23.0,0,1,0,1,0,1598.8333333333333,1,0
60789,54.0,1,0,0,0,0,1164.5,1,0
60790,60.0,0,0,0,0,0,1164.5,1,0
60792,37.0,1,0,0,0,1,907.0,1,1
60793,29.0,0,0,0,0,0,907.0,1,1
60794,34.0,0,0,0,0,0,490.4166666666667,1,0
60795,16.0,1,0,0,0,0,490.4166666666667,1,0
60796,15.0,1,0,0,0,0,490.4166666666667,1,0
60797,49.0,0,0,0,0,1,497.2870279947917,1,0
60798,16.0,0,0,0,0,1,497.2870279947917,1,0
60799,36.0,1,0,0,0,1,1529.0520833333333,1,0
60800,35.0,0,0,0,0,1,1529.0520833333333,1,0
60802,57.0,0,0,0,0,0,513.49267578125,1,0
60803,55.0,1,0,0,0,0,513.49267578125,1,0
60804,44.0,1,0,0,0,1,2487.1666666666665,1,0
60805,45.0,0,0,0,1,1,2487.1666666666665,1,0
60806,20.0,1,0,0,0,0,2487.1666666666665,1,0
60807,64.0,1,0,0,0,0,397.4166666666667,1,0
60808,53.0,0,0,0,0,1,397.4166666666667,1,0
60809,52.0,1,1,0,1,1,1416.75,0,0
60810,46.0,0,0,0,0,1,1416.75,0,0
60811,20.0,1,0,0,0,0,1416.75,0,0
60812,42.0,1,0,0,1,1,780.8333333333334,0,0
60813,38.0,0,0,0,0,1,780.8333333333334,0,0
60816,61.0,1,0,0,0,0,603.5595296223959,0,0
60818,19.0,0,0,0,0,0,603.5595296223959,0,0
60819,14.0,1,0,0,0,0,603.5595296223959,0,0
60820,42.0,1,0,0,0,0,523.75,0,0
60821,37.0,0,0,0,0,1,523.75,0,0
60822,19.0,0,0,0,0,0,523.75,0,0
60824,14.0,0,0,0,0,0,523.75,0,0
60825,59.0,1,0,0,0,0,739.5,0,0
60826,50.0,1,0,0,0,0,683.4195963541666,0,0
60827,54.0,0,0,0,0,0,683.4195963541666,0,0
60829,79.0,1,0,0,0,0,652.218505859375,0,0
60831,72.0,1,0,0,0,0,1485.5758463541667,0,0
60833,26.0,1,0,0,0,0,1485.5758463541667,0,0
60834,17.0,1,0,0,0,0,1485.5758463541667,0,0
60836,35.0,1,0,0,0,1,710.7652994791666,0,0
60837,32.0,0,0,0,0,1,710.7652994791666,0,0
60838,66.0,1,0,0,0,0,354.1666666666667,0,0
60839,66.0,0,0,0,0,0,354.1666666666667,0,0
60840,76.0,1,0,0,0,0,59.166666666666664,0,0
60841,76.0,0,0,0,0,0,59.166666666666664,0,0
60842,66.0,1,0,0,0,1,1673.4475911458333,0,0
60843,62.0,0,0,0,0,0,1673.4475911458333,0,0
60844,17.0,1,0,0,0,0,1673.4475911458333,0,0
60846,22.0,1,1,0,0,0,1323.5,0,0
60847,37.0,1,0,0,0,0,5149.666666666667,0,0
60848,43.0,0,1,0,1,0,5149.666666666667,0,0
60851,45.0,0,0,0,0,1,538.4166666666666,0,1
60852,36.0,1,0,0,0,1,1935.75,0,0
60855,20.0,1,0,0,0,0,1825.1666666666667,0,1
60858,33.0,1,0,0,0,0,564.0,0,0
60859,31.0,0,0,0,0,1,564.0,0,0
60860,40.0,1,0,0,0,1,616.4166666666666,0,0
60864,35.0,0,0,0,0,0,1309.3333333333333,0,1
60865,15.0,0,0,0,0,0,1309.3333333333333,0,1
60866,43.0,1,0,0,0,0,367.0833333333333,0,0
60868,58.0,1,0,0,0,1,196.08333333333334,0,0
60869,36.0,1,0,0,0,0,586.1666666666666,0,0
60870,33.0,0,0,0,0,1,586.1666666666666,0,0
60871,14.0,0,0,0,0,0,586.1666666666666,0,0
60873,36.0,0,0,0,0,1,641.5673014322916,0,1
60874,15.0,0,0,0,0,1,641.5673014322916,0,1
60877,25.0,0,0,0,0,1,265.1666666666667,0,0
60879,33.0,1,0,0,0,0,794.4166666666666,0,0
60880,33.0,0,0,0,0,0,794.4166666666666,0,0
60881,18.0,1,0,0,0,0,794.4166666666666,0,0
60882,17.0,0,0,0,0,0,794.4166666666666,0,0
60883,33.0,1,0,0,0,0,406.25,0,0
60884,25.0,0,0,0,0,0,406.25,0,0
60885,60.0,1,0,0,0,0,818.8333333333334,0,0
60886,55.0,0,0,0,0,1,818.8333333333334,0,0
60887,31.0,0,0,0,0,0,818.8333333333334,0,0
60888,14.0,0,0,0,0,0,818.8333333333334,0,0
60889,35.0,1,0,0,0,1,309.6666666666667,0,1
60890,34.0,0,0,0,0,0,309.6666666666667,0,1
60891,31.0,1,0,0,0,1,557.0,0,1
60892,33.0,0,0,0,0,0,557.0,0,1
60893,46.0,1,0,0,0,0,1564.1666666666667,0,0
60894,41.0,0,0,0,0,1,1564.1666666666667,0,0
60895,20.0,1,0,0,0,0,1564.1666666666667,0,0
60896,28.0,1,0,0,0,0,691.9166666666666,0,0
60897,25.0,0,0,0,0,0,691.9166666666666,0,0
60898,67.0,1,0,0,0,0,266.8333333333333,0,1
60899,60.0,0,0,0,0,0,266.8333333333333,0,1
60900,20.0,0,0,0,0,0,266.8333333333333,0,1
60901,39.0,1,0,0,0,1,1226.25,0,0
60902,34.0,0,0,0,0,1,1226.25,0,0
60903,19.0,1,0,0,0,0,1226.25,0,0
60904,16.0,0,0,0,0,0,1226.25,0,0
60905,52.0,0,0,0,0,1,271.25,0,0
60906,14.0,0,0,0,0,0,271.25,0,0
60908,35.0,1,0,0,0,1,1292.4166666666667,0,1
60909,33.0,0,0,0,0,0,1292.4166666666667,0,1
60910,14.0,0,0,0,0,0,1292.4166666666667,0,1
60911,50.0,1,0,0,0,0,4618.916666666667,0,0
60912,49.0,0,0,0,0,0,4618.916666666667,0,0
60913,27.0,1,0,0,1,0,4618.916666666667,0,0
60914,23.0,1,0,1,0,0,4618.916666666667,0,0
60915,16.0,1,0,0,0,0,4618.916666666667,0,0
60916,38.0,1,0,0,0,1,1351.6666666666667,0,0
60917,35.0,0,0,0,0,0,1351.6666666666667,0,0
60918,14.0,1,0,0,0,0,1351.6666666666667,0,0
60919,32.0,1,0,0,0,1,1852.25,0,1
60920,23.0,0,0,0,0,0,1852.25,0,1
60921,16.0,1,0,0,0,1,1852.25,0,1
60922,27.0,1,0,0,0,0,1560.5,0,1
60923,25.0,0,0,0,0,0,1560.5,0,1
60924,27.0,1,0,0,0,0,1300.0833333333333,0,0
60925,26.0,0,0,0,0,0,1300.0833333333333,0,0
60926,26.0,1,0,0,0,0,1300.0833333333333,0,0
60928,33.0,0,0,0,0,0,1794.8333333333333,0,1
60932,22.0,1,0,0,0,0,1059.1666666666667,0,0
60933,53.0,1,0,0,0,0,2109.3333333333335,0,0
60935,17.0,0,0,0,0,0,2109.3333333333335,0,0
60938,66.0,0,0,0,0,1,1580.50830078125,0,0
60939,45.0,1,0,0,0,0,8511.416666666666,0,1
60940,41.0,0,0,0,0,0,8511.416666666666,0,1
60941,20.0,1,0,0,0,0,8511.416666666666,0,1
60942,15.0,1,0,0,0,0,8511.416666666666,0,1
60943,83.0,0,0,0,0,0,645.875,0,0
60945,38.0,1,0,0,1,1,856.0,0,1
60946,38.0,0,0,0,0,0,856.0,0,1
60947,17.0,0,0,0,0,0,856.0,0,1
60948,16.0,0,0,0,0,0,856.0,0,1
60949,30.0,1,0,0,0,0,260.3333333333333,0,1
60951,39.0,1,0,0,0,0,216.16666666666666,0,1
60954,73.0,1,0,0,0,0,1142.5967610677083,0,0
60955,68.0,0,0,0,0,0,1142.5967610677083,0,0
60956,57.0,0,0,0,0,0,1814.4166666666667,1,0
60957,24.0,1,0,0,0,1,1814.4166666666667,1,0
60959,58.0,0,0,0,0,1,590.0833333333334,1,0
60960,73.0,1,1,0,0,0,3869.6666666666665,1,0
60962,34.0,1,1,0,0,0,3869.6666666666665,1,0
60964,75.0,1,0,0,0,0,1233.3333333333333,1,0
60967,71.0,0,0,0,0,0,615.0833333333334,1,0
60970,51.0,1,1,0,1,0,2672.6666666666665,1,0
60974,51.0,1,0,0,1,0,4407.416666666667,1,0
60975,24.0,0,1,0,1,0,4407.416666666667,1,0
60976,39.0,1,0,0,1,0,1866.3333333333333,1,0
60978,50.0,0,1,1,0,0,3496.5,1,0
60979,55.0,1,1,0,1,0,3496.5,1,0
60980,19.0,0,0,0,0,0,3496.5,1,0
60981,28.0,0,1,0,0,0,3496.5,1,0
60982,30.0,1,0,0,0,0,3496.5,1,0
60986,23.0,1,0,0,0,0,3598.8333333333335,1,0
60988,35.0,0,0,0,0,0,1680.9166666666667,1,0
60989,16.0,1,0,0,0,0,1680.9166666666667,1,0
60990,43.0,0,0,0,1,0,1519.4166666666667,1,0
60991,80.0,1,0,0,0,0,600.1666666666666,1,0
60992,73.0,0,0,0,0,0,600.1666666666666,1,0
60993,44.0,1,0,0,1,0,4308.583333333333,1,0
60994,45.0,0,0,0,0,1,4308.583333333333,1,0
60995,19.0,1,0,0,0,0,4308.583333333333,1,0
60997,20.0,1,0,0,0,0,4308.583333333333,1,0
60999,24.0,1,0,1,0,0,3207.9166666666665,1,0
61000,21.0,1,1,1,1,0,3207.9166666666665,1,0
61001,54.0,0,1,0,1,0,3477.0833333333335,1,0
61002,49.0,1,1,0,0,0,18043.083333333332,1,0
61003,56.0,0,1,0,0,0,18043.083333333332,1,0
61007,43.0,0,1,0,0,0,1851.25,1,0
61009,41.0,1,1,0,0,0,2221.86669921875,1,0
61010,46.0,0,1,0,0,0,2221.86669921875,1,0
61012,55.0,0,0,0,0,1,3218.9166666666665,1,0
61013,31.0,0,0,1,0,1,3218.9166666666665,1,0
61014,37.0,1,0,1,0,0,3218.9166666666665,1,0
61015,41.0,1,0,0,0,0,3689.3333333333335,1,0
61017,24.0,1,0,0,0,0,3689.3333333333335,1,0
61018,48.0,0,0,0,0,0,8716.416666666666,1,0
61021,28.0,1,0,0,1,0,8716.416666666666,1,0
61024,36.0,1,0,0,0,0,868.0833333333334,1,0
61025,30.0,1,0,0,0,0,2323.3333333333335,1,0
61026,26.0,0,0,0,0,0,2323.3333333333335,1,0
61027,40.0,0,1,0,0,0,561.0833333333334,1,0
61028,78.0,0,0,0,0,1,1572.6666666666667,1,0
61029,46.0,0,1,0,0,1,1572.6666666666667,1,0
61030,48.0,1,1,1,1,0,3615.4166666666665,1,0
61031,42.0,0,1,1,0,0,3615.4166666666665,1,0
61035,74.0,1,1,0,0,0,10976.416666666666,1,0
61036,42.0,0,0,0,0,0,10976.416666666666,1,0
61037,28.0,1,1,1,1,0,10976.416666666666,1,0
61038,24.0,0,0,1,1,0,10976.416666666666,1,0
61039,55.0,0,1,0,1,0,12697.333333333334,1,0
61040,43.0,1,1,1,1,0,12697.333333333334,1,0
61044,42.0,1,1,0,1,0,12697.333333333334,1,0
61045,38.0,1,1,1,0,0,12697.333333333334,1,0
61047,51.0,0,1,0,1,0,4020.75,1,0
61048,73.0,1,1,0,0,0,1989.3333333333333,1,0
61049,30.0,1,1,0,0,0,2003.75,1,0
61050,68.0,1,0,0,0,0,4024.6666666666665,1,0
61051,66.0,0,0,0,0,1,4024.6666666666665,1,0
61053,38.0,0,0,1,0,0,4024.6666666666665,1,0
61054,23.0,0,0,0,0,0,4024.6666666666665,1,0
61055,66.0,1,0,0,0,0,4471.416666666667,1,0
61056,66.0,0,0,0,0,0,4471.416666666667,1,0
61057,36.0,0,1,0,1,1,4471.416666666667,1,0
61058,43.0,0,0,0,0,0,2196.9166666666665,1,0
61059,21.0,1,0,0,0,0,2196.9166666666665,1,0
61063,37.0,0,0,1,0,0,3601.0833333333335,1,0
61064,23.0,0,1,0,0,1,3601.0833333333335,1,0
61065,38.0,0,1,1,0,0,3601.0833333333335,1,0
61066,34.0,1,0,0,0,0,3601.0833333333335,1,0
61067,47.0,1,0,0,0,0,1704.3333333333333,1,0
61069,21.0,0,0,0,0,0,1704.3333333333333,1,0
61070,34.0,1,0,0,0,1,3169.5,1,0
61071,34.0,0,0,0,1,0,3169.5,1,0
61073,42.0,1,0,0,0,0,4409.333333333333,1,0
61074,52.0,0,0,0,0,0,4409.333333333333,1,0
61075,16.0,0,0,1,0,0,4409.333333333333,1,0
61076,62.0,1,1,0,0,0,3096.75,1,0
61077,59.0,0,0,0,0,0,3096.75,1,0
61078,38.0,0,1,0,0,1,3096.75,1,0
61079,17.0,0,0,1,0,0,3096.75,1,0
61080,56.0,0,0,0,0,0,1533.75,1,0
61081,16.0,0,0,0,0,0,1533.75,1,0
61083,64.0,1,0,0,0,0,3554.4166666666665,1,0
61084,55.0,0,0,0,0,0,3554.4166666666665,1,0
61085,31.0,1,0,0,1,0,3554.4166666666665,1,0
61086,26.0,0,1,0,0,0,3554.4166666666665,1,0
61087,22.0,1,1,1,0,0,3554.4166666666665,1,0
61088,44.0,1,1,0,1,1,4587.75,1,0
61089,46.0,0,1,0,1,0,4587.75,1,0
61090,20.0,0,0,0,0,0,4587.75,1,0
61092,38.0,0,0,0,0,1,1996.9166666666667,1,0
61093,15.0,0,0,0,0,0,1996.9166666666667,1,0
61095,55.0,0,0,0,1,0,2000.9166666666667,1,0
61098,47.0,0,1,0,0,0,5230.25,1,0
61099,22.0,0,0,1,0,0,5230.25,1,0
61100,54.0,0,0,0,0,0,593.25,1,0
61101,54.0,0,0,0,0,0,3434.8333333333335,1,0
61102,54.0,0,0,0,1,0,593.25,1,0
61103,54.0,0,0,0,1,0,3434.8333333333335,1,0
61104,54.0,0,1,0,0,0,593.25,1,0
61105,54.0,0,1,0,0,0,3434.8333333333335,1,0
61106,54.0,0,1,0,1,0,593.25,1,0
61107,54.0,0,1,0,1,0,3434.8333333333335,1,0
61108,22.0,0,0,0,0,0,593.25,1,0
61109,22.0,0,0,0,0,0,3434.8333333333335,1,0
61110,22.0,0,0,0,1,0,593.25,1,0
