,edad,hombre,est_sup,colegio_priv,gran_empresa,segundo_trab,ingbrut,urbano,pobre
28435,59.0,0,0,0,0,1,856.9166666666666,1,0
28436,70.0,1,0,0,0,0,317.1666666666667,0,0
28438,65.0,1,0,0,0,0,253.5,0,0
28439,62.0,0,0,0,0,0,253.5,0,0
28440,36.0,0,0,0,0,0,488.8333333333333,0,0
28441,17.0,0,0,0,0,0,488.8333333333333,0,0
28442,57.0,0,0,0,0,1,921.5833333333334,0,0
28443,55.0,1,0,0,0,0,921.5833333333334,0,0
28445,73.0,0,0,0,0,0,302.25,0,0
28446,61.0,0,0,0,0,0,174.75,0,0
28447,53.0,1,0,0,0,0,1522.1666666666667,0,0
28448,43.0,0,0,0,0,0,1522.1666666666667,0,0
28449,24.0,1,0,1,0,0,1522.1666666666667,0,0
28450,16.0,1,0,0,0,0,1522.1666666666667,0,0
28451,44.0,1,0,0,0,0,7688.916666666667,1,0
28452,22.0,0,1,0,1,1,7688.916666666667,1,0
28453,20.0,1,0,0,0,0,7688.916666666667,1,0
28454,21.0,1,0,0,0,0,7688.916666666667,1,0
28456,26.0,0,1,0,1,0,2088.6666666666665,1,0
28458,52.0,1,0,0,0,0,1657.1666666666667,1,0
28459,55.0,0,0,0,0,0,758.25,1,0
28460,16.0,0,0,0,0,0,758.25,1,0
28462,65.0,0,0,0,1,1,7037.083333333333,1,0
28463,47.0,1,1,0,1,1,7037.083333333333,1,0
28464,22.0,0,1,0,0,0,7037.083333333333,1,0
28465,21.0,1,0,1,0,0,7037.083333333333,1,0
28466,19.0,0,0,0,0,0,7037.083333333333,1,0
28468,57.0,0,1,0,1,0,3751.8333333333335,1,0
28469,59.0,0,1,0,0,0,3751.8333333333335,1,0
28471,64.0,1,0,0,0,0,245.58333333333334,0,1
28472,58.0,0,0,0,0,0,245.58333333333334,0,1
28474,40.0,1,0,0,0,0,245.58333333333334,0,1
28475,34.0,1,0,0,0,0,245.58333333333334,0,1
28477,59.0,1,0,0,0,0,296.3333333333333,0,1
28478,31.0,1,0,0,0,0,296.3333333333333,0,1
28480,23.0,1,0,0,0,1,296.3333333333333,0,1
28482,59.0,1,0,0,0,0,2768.5556640625,0,1
28483,65.0,0,0,0,0,1,2768.5556640625,0,1
28487,25.0,1,0,0,0,0,2768.5556640625,0,1
28488,16.0,1,0,0,0,0,2768.5556640625,0,1
28489,32.0,1,0,0,0,1,249.66666666666666,0,1
28491,35.0,1,0,0,0,1,556.9166666666666,0,0
28492,33.0,0,0,0,0,1,556.9166666666666,0,0
28493,18.0,1,0,0,0,1,556.9166666666666,0,0
28496,19.0,1,0,0,0,0,556.9166666666666,0,0
28497,40.0,1,0,0,0,1,2178.0833333333335,0,0
28498,37.0,0,0,0,0,1,2178.0833333333335,0,0
28499,20.0,1,0,0,0,0,2178.0833333333335,0,0
28500,17.0,1,0,0,0,1,2178.0833333333335,0,0
28504,33.0,1,0,0,0,1,208.16666666666666,0,1
28505,27.0,0,0,0,0,0,208.16666666666666,0,1
28506,62.0,0,1,0,0,0,542.0,0,0
28507,38.0,1,0,0,0,0,542.0,0,0
28508,50.0,1,0,0,0,1,150.75,0,0
28509,46.0,1,0,0,0,0,150.75,0,0
28510,17.0,1,0,0,0,0,150.75,0,0
28511,71.0,1,0,0,0,0,305.0,0,0
28512,71.0,0,0,0,0,0,305.0,0,0
28514,37.0,1,0,0,0,1,187.08333333333334,0,1
28516,36.0,1,0,0,0,0,187.08333333333334,0,1
28517,50.0,1,0,0,0,1,1222.3333333333333,0,1
28519,76.0,1,0,0,0,1,1222.3333333333333,0,1
28521,30.0,1,0,0,0,0,8824.916666666666,0,1
28522,25.0,0,0,0,0,0,8824.916666666666,0,1
28523,59.0,1,0,0,0,0,948.0833333333334,0,0
28524,53.0,0,0,0,0,0,948.0833333333334,0,0
28525,14.0,0,0,0,0,0,948.0833333333334,0,0
28526,31.0,1,0,0,0,0,251.58333333333334,0,0
28527,28.0,0,0,0,0,0,251.58333333333334,0,0
28529,42.0,0,0,0,0,0,158.16666666666666,0,1
28530,33.0,1,0,0,0,0,160.25,0,1
28531,37.0,0,0,0,0,0,160.25,0,1
28535,28.0,1,0,0,0,0,298.9166666666667,0,1
28536,27.0,0,0,0,0,0,298.9166666666667,0,1
28537,49.0,1,0,0,0,0,178.91666666666666,0,1
28538,37.0,0,0,0,0,0,178.91666666666666,0,1
28539,45.0,1,0,0,0,0,293.0500081380208,0,1
28540,43.0,0,0,0,0,0,293.0500081380208,0,1
28541,24.0,0,0,0,0,0,293.0500081380208,0,1
28542,22.0,1,0,0,0,0,293.0500081380208,0,1
28543,18.0,1,0,0,0,0,293.0500081380208,0,1
28544,16.0,1,0,0,0,0,293.0500081380208,0,1
28545,14.0,0,0,0,0,0,293.0500081380208,0,1
28548,26.0,0,0,0,0,0,49.25,0,1
28549,31.0,1,0,0,0,0,495.7222086588542,0,1
28552,71.0,0,0,0,0,0,1208.1666666666667,1,0
28553,52.0,1,1,1,1,0,7831.583333333333,1,0
28554,52.0,0,1,1,1,0,7831.583333333333,1,0
28557,27.0,0,1,1,0,0,7831.583333333333,1,0
28558,69.0,1,0,0,0,0,957.0833333333334,1,0
28559,60.0,0,0,0,0,0,957.0833333333334,1,0
28562,44.0,1,1,1,1,0,3971.25,1,0
28567,44.0,0,0,0,0,0,1374.1666666666667,1,0
28568,25.0,0,0,0,0,0,1374.1666666666667,1,0
28569,23.0,1,0,1,1,1,1374.1666666666667,1,0
28570,52.0,0,0,0,1,0,1339.1666666666667,1,1
28571,19.0,1,0,0,0,0,1339.1666666666667,1,1
28572,21.0,1,0,0,0,0,1339.1666666666667,1,1
28574,53.0,0,0,0,0,1,5988.19140625,1,0
28575,25.0,0,1,0,0,0,5988.19140625,1,0
28576,22.0,0,1,1,0,0,5988.19140625,1,0
28577,28.0,1,0,0,1,0,5988.19140625,1,0
28578,55.0,1,0,0,0,0,2813.0833333333335,1,0
28579,44.0,0,0,0,0,1,2813.0833333333335,1,0
28580,15.0,0,0,0,0,0,2813.0833333333335,1,0
28581,22.0,1,0,0,0,0,2813.0833333333335,1,0
28583,25.0,1,0,0,0,0,2813.0833333333335,1,0
28584,59.0,1,0,0,0,0,9086.166666666666,1,0
28586,32.0,0,1,1,0,1,9086.166666666666,1,0
28587,34.0,0,1,1,0,1,9086.166666666666,1,0
28588,44.0,0,0,0,0,0,799.1666666666666,1,0
28589,45.0,1,0,0,0,0,799.1666666666666,1,0
28591,58.0,1,1,0,0,0,1353.5833333333333,1,0
28598,40.0,0,0,0,0,0,1060.4166666666667,1,0
28600,15.0,1,0,0,0,0,1060.4166666666667,1,0
28601,45.0,0,1,1,1,1,3831.1666666666665,1,0
28604,52.0,0,0,0,0,1,3071.0833333333335,1,0
28605,66.0,1,0,0,0,0,527.728271484375,0,1
28606,57.0,0,0,0,0,1,527.728271484375,0,1
28607,73.0,1,0,0,0,1,225.16666666666666,0,1
28609,57.0,1,0,0,0,0,1002.6666666666666,0,0
28610,47.0,0,0,0,0,0,1002.6666666666666,0,0
28611,18.0,0,0,0,0,0,1002.6666666666666,0,0
28612,45.0,0,0,0,0,1,264.75,0,0
28613,52.0,1,0,0,0,1,1382.89453125,0,0
28614,44.0,0,0,0,0,1,1382.89453125,0,0
28615,16.0,0,0,0,0,0,1382.89453125,0,0
28616,68.0,0,1,0,0,0,54.75,0,0
28617,35.0,0,0,0,0,0,873.4166666666666,0,1
28618,18.0,0,0,0,0,0,873.4166666666666,0,1
28619,14.0,0,0,0,0,1,873.4166666666666,0,1
28620,38.0,0,0,0,0,1,552.4166666666666,0,0
28621,65.0,1,0,0,0,0,552.4166666666666,0,0
28623,74.0,1,0,0,0,0,481.5666910807292,0,1
28625,59.0,1,0,0,0,1,1181.1666666666667,0,1
28626,58.0,0,0,0,0,0,1181.1666666666667,0,1
28627,25.0,0,0,1,0,0,1181.1666666666667,0,1
28628,76.0,1,0,0,0,0,154.75,0,1
28630,63.0,1,0,0,0,0,1258.5833333333333,0,1
28631,58.0,0,0,0,0,0,1258.5833333333333,0,1
28633,55.0,1,0,0,0,0,1114.75,0,1
28635,35.0,0,0,0,0,0,1114.75,0,1
28636,38.0,1,0,0,0,0,1114.75,0,1
28638,58.0,1,0,0,0,0,977.3333333333334,0,1
28639,58.0,0,0,0,0,1,977.3333333333334,0,1
28641,67.0,1,0,0,0,0,214.58333333333334,0,1
28645,65.0,0,0,0,0,0,364.5,1,0
28646,53.0,1,0,0,0,0,4001.6666666666665,1,0
28647,50.0,0,1,0,1,0,4001.6666666666665,1,0
28648,26.0,1,1,1,1,0,4001.6666666666665,1,0
28649,60.0,1,1,0,1,1,7156.583333333333,1,0
28650,46.0,0,1,1,1,0,7156.583333333333,1,0
28653,64.0,1,0,0,0,0,1782.3333333333333,1,0
28654,56.0,0,0,0,0,1,1782.3333333333333,1,0
28658,38.0,0,1,0,1,1,2216.0833333333335,1,0
28659,64.0,1,0,0,0,0,1422.9166666666667,1,0
28662,31.0,1,1,0,0,0,1422.9166666666667,1,0
28663,45.0,1,1,0,0,0,1851.5,0,0
28664,39.0,0,0,0,0,1,1851.5,0,0
28667,55.0,1,0,0,0,0,478.8333333333333,0,0
28668,47.0,1,0,0,0,0,198.25,0,0
28669,41.0,0,0,0,0,1,198.25,0,0
28670,58.0,1,0,0,0,1,1022.75,0,0
28671,51.0,0,0,0,0,0,1022.75,0,0
28672,16.0,1,0,0,0,0,1022.75,0,0
28673,14.0,0,0,0,0,0,1022.75,0,0
28674,18.0,0,0,0,0,1,535.8333333333334,0,0
28675,31.0,1,0,0,0,1,1515.8333333333333,0,0
28676,29.0,0,0,0,0,0,1515.8333333333333,0,0
28677,42.0,1,0,0,0,1,1700.8333333333333,0,0
28678,42.0,0,0,0,0,0,1700.8333333333333,0,0
28679,42.0,1,0,0,0,0,882.5,0,0
28680,40.0,0,0,0,0,0,882.5,0,0
28681,43.0,1,1,1,1,0,2514.5,1,0
28684,43.0,1,0,0,0,0,1347.8333333333333,1,0
28685,14.0,1,0,0,0,0,1347.8333333333333,1,0
28686,65.0,0,0,0,0,0,12634.25,1,0
28687,27.0,0,0,0,1,0,12634.25,1,0
28688,28.0,1,0,0,0,0,12634.25,1,0
28689,25.0,0,0,0,0,0,12634.25,1,0
28690,64.0,0,0,0,0,0,626.5,1,0
28691,64.0,1,0,0,0,0,1651.4166666666667,1,0
28695,57.0,0,1,1,1,0,3594.8333333333335,1,0
28696,26.0,1,0,0,0,0,1516.3333333333333,1,0
28698,81.0,1,0,0,0,0,1228.8333333333333,1,0
28699,66.0,0,0,0,0,0,1228.8333333333333,1,0
28700,38.0,1,0,0,0,0,1522.0,1,0
28702,65.0,1,0,0,0,0,2653.4166666666665,1,0
28703,64.0,0,0,0,0,0,2653.4166666666665,1,0
28704,31.0,1,1,0,0,0,2653.4166666666665,1,0
28706,21.0,0,0,0,0,0,677.25,1,1
28709,68.0,1,0,0,0,0,2148.1666666666665,1,0
28710,34.0,1,1,1,0,0,2148.1666666666665,1,0
28711,26.0,0,1,1,0,0,2148.1666666666665,1,0
28713,75.0,0,0,0,0,0,2000.0833333333333,1,0
28714,34.0,0,1,0,1,0,2000.0833333333333,1,0
28718,51.0,1,1,0,0,0,1109.5833333333333,1,0
28719,53.0,1,1,0,0,0,1109.5833333333333,1,0
28720,33.0,1,0,0,0,0,588.0833333333334,0,0
28721,28.0,0,0,0,0,0,588.0833333333334,0,0
28722,47.0,1,0,0,0,0,891.1666666666666,0,0
28723,44.0,0,0,0,0,0,891.1666666666666,0,0
28724,14.0,1,0,0,0,0,891.1666666666666,0,0
28725,70.0,1,0,0,0,1,659.0,0,0
28727,48.0,1,0,0,0,0,1055.6666666666667,0,0
28728,44.0,0,0,0,0,0,1055.6666666666667,0,0
28729,47.0,1,0,0,0,0,1414.3333333333333,0,0
28730,55.0,0,0,0,0,0,1414.3333333333333,0,0
28731,22.0,1,0,0,0,0,1414.3333333333333,0,0
28732,79.0,1,0,0,0,0,435.5833333333333,0,1
28734,65.0,1,0,0,0,0,477.5,0,0
28737,48.0,0,0,0,0,1,999.6666666666666,0,0
28738,31.0,1,0,0,0,0,1820.6090494791667,0,1
28739,33.0,0,0,0,1,1,1820.6090494791667,0,1
28740,41.0,1,0,0,0,1,861.25,0,0
28741,40.0,0,0,0,0,1,861.25,0,0
28742,62.0,1,0,0,0,0,1404.0333658854167,0,1
28743,62.0,0,0,1,0,0,1404.0333658854167,0,1
28744,36.0,0,0,0,0,0,1404.0333658854167,0,1
28745,71.0,1,0,0,0,0,1725.96826171875,0,0
28747,34.0,0,0,0,1,0,1725.96826171875,0,0
28748,68.0,1,0,0,0,0,2785.0299479166665,0,0
28749,63.0,0,0,0,0,0,2785.0299479166665,0,0
28750,31.0,1,0,0,1,1,2785.0299479166665,0,0
28751,29.0,0,0,0,0,0,2785.0299479166665,0,0
28752,76.0,1,0,1,0,0,489.9166666666667,0,1
28754,50.0,1,0,0,0,0,489.9166666666667,0,1
28755,46.0,1,0,0,0,0,489.9166666666667,0,1
28756,46.0,1,0,0,0,0,6052.707682291667,0,0
28757,44.0,0,0,0,0,0,6052.707682291667,0,0
28758,19.0,1,0,0,0,0,6052.707682291667,0,0
28759,24.0,1,0,0,1,0,6052.707682291667,0,0
28760,19.0,0,0,0,0,0,6052.707682291667,0,0
28761,22.0,0,0,0,0,0,6052.707682291667,0,0
28762,24.0,1,0,0,0,1,6052.707682291667,0,0
28764,60.0,0,0,0,0,1,4058.8333333333335,0,0
28765,24.0,1,0,0,0,0,4058.8333333333335,0,0
28766,21.0,1,0,0,0,0,4058.8333333333335,0,0
28767,18.0,1,0,0,0,0,4058.8333333333335,0,0
28769,29.0,0,0,0,0,0,4058.8333333333335,0,0
28772,19.0,1,0,0,0,0,595.2083333333334,0,0
28774,44.0,1,0,0,1,0,2156.4166666666665,0,0
28775,29.0,0,0,0,1,1,2156.4166666666665,0,0
28776,41.0,1,0,0,1,1,1200.9305826822917,0,0
28777,28.0,0,0,0,0,0,1200.9305826822917,0,0
28778,36.0,1,0,0,1,0,1602.77978515625,0,0
28779,30.0,0,0,0,0,1,1602.77978515625,0,0
28780,41.0,1,0,0,0,0,656.8333333333334,0,0
28782,59.0,1,0,0,0,0,1247.8333333333333,0,0
28783,51.0,0,0,0,0,0,1247.8333333333333,0,0
28784,65.0,0,0,0,0,1,1264.0,1,1
28786,31.0,0,0,0,0,0,1264.0,1,1
28788,41.0,1,1,1,1,0,1525.25,1,0
28789,41.0,0,0,0,0,1,1525.25,1,0
28793,41.0,1,0,1,0,0,2841.0,1,0
28794,47.0,1,0,0,0,0,7395.083333333333,1,0
28795,44.0,0,0,0,0,0,7395.083333333333,1,0
28796,23.0,1,0,0,0,1,7395.083333333333,1,0
28797,18.0,1,0,0,0,0,7395.083333333333,1,0
28798,74.0,1,0,0,0,0,5185.666666666667,1,0
28799,64.0,0,0,0,0,0,5185.666666666667,1,0
28800,26.0,0,0,1,1,1,5185.666666666667,1,0
28801,37.0,1,1,1,0,0,5185.666666666667,1,0
28802,23.0,1,1,0,0,1,1893.75,1,0
28803,18.0,0,0,0,0,0,1893.75,1,0
28808,26.0,1,0,0,0,0,1804.6666666666667,1,0
28809,26.0,0,0,0,0,0,1804.6666666666667,1,0
28811,48.0,0,0,0,0,1,452.9166666666667,1,1
28814,27.0,1,1,0,1,0,4002.25,1,0
28815,25.0,0,1,0,0,0,4002.25,1,0
28816,22.0,0,0,0,0,0,4002.25,1,0
28819,51.0,1,0,0,0,0,16555.916666666668,1,0
28820,49.0,0,0,1,0,0,16555.916666666668,1,0
28821,25.0,1,1,1,0,1,16555.916666666668,1,0
28823,57.0,1,0,0,0,0,1221.5,1,0
28825,75.0,1,1,0,0,0,2258.9166666666665,1,0
28828,38.0,1,0,0,0,1,4319.916666666667,1,0
28829,68.0,1,1,0,0,0,1655.3333333333333,1,0
28830,67.0,1,0,0,0,0,1244.4166666666667,1,0
28831,25.0,0,0,0,0,1,1244.4166666666667,1,0
28835,31.0,0,1,0,1,0,3412.75,1,0
28839,58.0,0,0,0,0,0,6206.416666666667,1,0
28840,35.0,1,1,0,0,1,6206.416666666667,1,0
28841,33.0,0,1,0,1,1,6206.416666666667,1,0
28842,43.0,0,1,0,1,0,3945.4166666666665,1,0
28845,92.0,0,0,0,0,0,3991.9166666666665,1,0
28846,53.0,0,1,1,0,1,3991.9166666666665,1,0
28847,21.0,1,0,0,0,0,3991.9166666666665,1,0
28848,51.0,1,1,0,1,1,3991.9166666666665,1,0
28849,67.0,1,0,0,0,0,3020.1666666666665,1,0
28851,48.0,1,1,0,1,0,3020.1666666666665,1,0
28853,35.0,1,0,0,0,0,433.9166666666667,1,1
28854,54.0,0,0,0,0,0,3728.9166666666665,1,0
28855,30.0,0,0,1,1,0,3728.9166666666665,1,0
28856,26.0,1,1,0,1,0,3728.9166666666665,1,0
28857,28.0,0,1,0,0,0,3728.9166666666665,1,0
28858,24.0,1,0,0,0,1,3728.9166666666665,1,0
28859,21.0,0,0,1,0,1,3728.9166666666665,1,0
28861,69.0,0,0,0,0,1,452.6666666666667,1,0
28862,55.0,1,0,0,0,1,1104.5,1,0
28863,55.0,0,0,0,0,0,1104.5,1,0
28864,25.0,1,0,0,0,0,1104.5,1,0
28865,62.0,1,0,0,0,1,758.5833333333334,1,0
28866,54.0,0,0,0,0,1,758.5833333333334,1,0
28867,34.0,0,0,0,0,1,758.5833333333334,1,0
28868,45.0,1,1,1,1,1,2543.5833333333335,1,0
28869,36.0,0,1,1,0,0,2543.5833333333335,1,0
28870,24.0,1,0,0,0,0,2552.5833333333335,1,0
28871,25.0,0,1,0,1,0,2552.5833333333335,1,0
28872,50.0,1,1,1,0,1,4128.5,1,0
28873,29.0,0,0,0,0,1,4128.5,1,0
28874,63.0,1,0,0,0,0,660.9166666666666,1,0
28875,66.0,0,0,0,0,0,660.9166666666666,1,0
28877,68.0,0,0,0,0,0,955.6666666666666,1,0
28878,42.0,1,0,0,0,0,1342.2833658854167,0,1
28879,39.0,0,0,0,0,0,1342.2833658854167,0,1
28880,17.0,1,0,0,0,0,1342.2833658854167,0,1
28882,17.0,1,0,0,0,0,1342.2833658854167,0,1
28883,38.0,1,0,0,0,0,107.08333333333333,0,1
28884,36.0,0,0,0,0,0,107.08333333333333,0,1
28885,42.0,0,0,0,0,0,1029.7337239583333,0,0
28886,21.0,1,0,0,0,0,1029.7337239583333,0,0
28888,48.0,0,0,0,0,0,483.0833333333333,0,0
28889,23.0,1,0,0,0,0,483.0833333333333,0,0
28890,21.0,1,0,0,0,0,483.0833333333333,0,0
28891,14.0,0,0,0,0,0,483.0833333333333,0,0
28892,30.0,1,0,0,0,0,145.5,0,1
28893,24.0,0,0,0,0,0,145.5,0,1
28894,34.0,1,0,0,0,1,617.5,0,1
28895,41.0,0,0,0,0,0,617.5,0,1
28896,16.0,1,0,0,0,1,617.5,0,1
28897,14.0,1,0,0,0,0,617.5,0,1
28898,33.0,1,0,0,0,1,2222.1429036458335,0,0
28899,30.0,0,0,0,1,0,2222.1429036458335,0,0
28900,14.0,1,0,0,0,1,2222.1429036458335,0,0
28901,42.0,0,0,0,0,1,418.0,0,0
28903,18.0,1,0,0,0,0,418.0,0,0
28904,14.0,0,0,0,0,0,418.0,0,0
28905,29.0,1,0,0,0,1,342.0,0,1
28906,23.0,0,0,0,0,0,342.0,0,1
28907,39.0,1,0,0,0,1,512.0,0,0
28908,36.0,0,0,0,0,0,512.0,0,0
28909,17.0,0,0,0,0,0,512.0,0,0
28910,34.0,1,0,0,0,0,343.0,0,0
28911,34.0,0,0,0,0,0,343.0,0,0
28912,17.0,1,0,0,0,0,343.0,0,0
28913,67.0,0,0,0,0,0,347.0,0,0
28914,57.0,1,0,0,0,1,765.5833333333334,0,1
28915,27.0,0,0,0,0,0,765.5833333333334,0,1
28916,42.0,0,0,0,0,1,420.75,0,0
28917,31.0,1,0,0,0,0,420.75,0,0
28918,15.0,1,0,0,0,0,420.75,0,0
28919,66.0,0,0,0,0,0,566.4656575520834,0,0
28920,40.0,1,0,0,0,0,1421.5499674479167,0,1
28922,16.0,1,0,0,0,0,1421.5499674479167,0,1
28923,44.0,1,0,0,0,1,1743.13330078125,0,0
28924,35.0,0,0,0,0,0,1743.13330078125,0,0
28925,18.0,0,0,0,0,0,1743.13330078125,0,0
28926,17.0,1,0,0,0,0,1743.13330078125,0,0
28927,60.0,0,0,0,0,1,2197.3056640625,0,1
28929,24.0,1,0,0,0,1,2197.3056640625,0,1
28930,24.0,0,0,0,0,0,2197.3056640625,0,1
28931,39.0,1,0,0,0,1,2119.2166341145835,0,0
28932,38.0,0,0,0,0,1,2119.2166341145835,0,0
28933,19.0,1,0,1,0,0,2119.2166341145835,0,0
28934,47.0,1,0,0,0,1,1217.2833658854167,0,0
28935,32.0,0,0,0,0,0,1217.2833658854167,0,0
28936,16.0,1,0,0,0,0,1217.2833658854167,0,0
28937,49.0,0,0,0,0,0,1077.47412109375,0,0
28938,49.0,1,0,0,0,0,1077.47412109375,0,0
28939,17.0,0,0,0,0,0,1077.47412109375,0,0
